1000,0.10086,0.101,2.8939639921188354
2000,0.09996,0.0999,1.0096387865543366
3000,0.1017,0.1019,3.3185363063812257
4000,0.10248,0.1032,2.0183144047260284
5000,0.10072,0.1013,0.7186094861030579
6000,0.09944,0.099,3.026941548347473
7000,0.1028,0.1032,1.7272272102832795
8000,0.10008,0.1014,0.42726957654953
9000,0.10166,0.1018,2.7353808243274687
10000,0.10172,0.1021,1.4360945699214935
11000,0.10154,0.1015,0.1360745551586151
12000,0.10192,0.1026,2.4438845338821413
13000,0.10168,0.1017,1.1451365189552307
14000,0.10224,0.1024,3.451825120687485
15000,0.10344,0.1047,2.1526443991661073
16000,0.10156,0.102,0.8538208465576171
17000,0.10176,0.1017,3.160310488700867
18000,0.1042,0.104,1.8615316557884216
19000,0.09998,0.0999,0.5630765507221221
20000,0.10166,0.1015,2.8691395695209505
21000,0.10126,0.1014,1.5709149625301362
22000,0.10168,0.1023,0.27214049410820007
23000,0.10244,0.103,2.5781161897182465
24000,0.10148,0.1019,1.2802224054336548
25000,0.102,0.102,3.585490760087967
26000,0.09956,0.0995,2.2869490094184877
27000,0.10416,0.1049,0.9893248856067658
28000,0.10196,0.1022,3.294185464143753
29000,0.09554,0.0968,1.9961906864643097
30000,0.10022,0.1007,0.6986591310501099
31000,0.0987,0.0989,3.0031686596870424
32000,0.10088,0.1013,1.7059833307266234
33000,0.10004,0.1017,0.40808758735656736
34000,0.10064,0.1007,2.712277467250824
35000,0.10346,0.1038,1.4154118978977204
36000,0.09866,0.0993,0.11757124423980712
37000,0.1012,0.1019,2.4214703941345217
38000,0.10064,0.101,1.1249689762592316
1000,0.09994,0.0999,2.7620566284656523
2000,0.09976,0.0998,1.0096212933063506
3000,0.10002,0.1,3.318509637594223
4000,0.09996,0.1,2.0183197689056396
5000,0.1,0.1,0.7186099948883057
6000,0.09978,0.0998,3.0269295282363893
7000,0.1,0.1,1.7272300951480866
8000,0.1,0.1,0.4272694203853607
9000,0.10002,0.1,2.735363997220993
10000,0.1,0.1,1.4360940074920654
11000,0.1,0.1,0.1360745723247528
12000,0.10002,0.1,2.4439045436382294
13000,0.10004,0.1,1.14514759349823
14000,0.1,0.1,3.4519172337055206
15000,0.10004,0.1,2.15269092464447
16000,0.1,0.1,0.8538396623134613
17000,0.1,0.1,3.160474748134613
18000,0.1,0.1,1.86168386387825
19000,0.0997,0.0996,0.5630796902179718
20000,0.10006,0.1,2.869358175754547
21000,0.09996,0.0999,1.5709800953865052
22000,0.10004,0.1,0.2721634564399719
23000,0.10006,0.1,2.5783573157787325
24000,0.10002,0.1,1.2802786667346955
25000,0.1,0.1,3.5858084733486177
26000,0.1,0.1,2.2873539276123047
27000,0.10006,0.1,0.9894119806289673
28000,0.1,0.1,3.2947378180027007
29000,0.1,0.1,1.9966233842372894
30000,0.1,0.1,0.6987370345592498
31000,0.0996,0.0996,3.003883300304413
32000,0.09998,0.1,1.706172200679779
33000,0.1,0.1,0.40814081573486327
34000,0.0999,0.0999,2.71312504529953
35000,0.1,0.1,1.4155602579116822
36000,0.1,0.1,0.11756476449966431
37000,0.10008,0.1,2.422360686302185
1000,0.10024,0.0998,2.5423661262989046
2000,0.10034,0.1,1.0092100291252135
3000,0.0999,0.1,3.319591881752014
4000,0.09998,0.0999,2.018483653783798
5000,0.09988,0.1,0.7182635698318481
6000,0.10042,0.1003,3.0274674079418182
7000,0.10016,0.1002,1.7270934433937073
8000,0.10002,0.1001,0.42714614391326905
9000,0.10002,0.1,2.7356600716114046
10000,0.09944,0.0996,1.435709085702896
11000,0.09998,0.0997,0.1361110417842865
12000,0.10036,0.1003,2.444158274412155
13000,0.10068,0.1004,1.1446731696128845
14000,0.1001,0.1003,3.4524629821777344
15000,0.10038,0.0999,2.152850584745407
16000,0.1,0.0999,0.8536761476993561
17000,0.10058,0.1002,3.160954274177551
18000,0.09998,0.0999,1.8617417278289794
19000,0.10018,0.1002,0.5630073673725128
20000,0.1,0.1001,2.869655468225479
21000,0.09956,0.0997,1.5708405327796937
22000,0.10038,0.1002,0.27220962738990784
23000,0.10008,0.1,2.578549200773239
24000,0.10014,0.1003,1.2800356738567353
25000,0.10004,0.1002,3.5861906607151033
26000,0.10036,0.1003,2.2875336406230926
27000,0.10006,0.0999,0.9891838760375976
28000,0.0999,0.1,3.295114771604538
29000,0.09996,0.0998,1.9966549286842346
30000,0.10044,0.1002,0.6986998422145844
31000,0.10076,0.1012,3.0041394526958465
32000,0.10044,0.1,1.7061011657714844
33000,0.10048,0.1001,0.4081300358772278
1000,0.10082,0.101,8.265582373857498
2000,0.09982,0.0995,1.0387646355628968
3000,0.10034,0.1,3.4523681774139403
4000,0.10016,0.1002,2.0721365542411805
5000,0.10016,0.1003,0.7379673385620117
6000,0.1003,0.1002,3.1041839504241944
7000,0.1002,0.1,1.76650621509552
8000,0.10052,0.1003,0.4369881103038788
9000,0.1001,0.0998,2.7974649646282197
10000,0.10014,0.0999,1.466209813594818
11000,0.10024,0.1,0.13857818293571472
12000,0.10032,0.0999,2.4931979479789734
13000,0.10016,0.0998,1.167027215242386
14000,0.1005,0.1002,3.5156756701469423
15000,0.10066,0.1003,2.1912864520549773
16000,0.10008,0.0997,0.8692694685459137
17000,0.1,0.0998,3.213932084321976
18000,0.1003,0.0995,1.8914933083057404
19000,0.10044,0.1002,0.5729350507259369
20000,0.10018,0.0997,2.9142102861404418
21000,0.09998,0.1,1.5950435926914215
22000,0.1003,0.1001,0.27605464482307435
23000,0.10018,0.0999,2.614886301279068
24000,0.1004,0.1002,1.2984903652667998
25000,0.10014,0.0998,3.6319416024684905
26000,0.1004,0.0999,2.317180582046509
27000,0.10018,0.1003,1.0025147013664246
28000,0.10036,0.1002,3.3338031964302064
29000,0.10026,0.0997,2.019959144115448
30000,0.10072,0.1004,0.7078810284137725
31000,0.1001,0.0999,3.0371991708278654
32000,0.10002,0.1,1.724498949289322
33000,0.1003,0.0999,0.41298922228813173
34000,0.10046,0.1002,2.7405266036987306
35000,0.10006,0.0999,1.4300240449905395
36000,0.10006,0.0997,0.11868648433685303
37000,0.10032,0.1001,2.4441304676532747
38000,0.10046,0.1003,1.1353090665340424
39000,0.10062,0.0999,3.457897392511368
40000,0.10028,0.1,2.1486764307022095
41000,0.10004,0.0998,0.8419073877334595
42000,0.10024,0.0996,3.1625520672798157
1000,0.09996,0.0998,179007945.56994876
2000,0.09998,0.0999,1.0705581727027893
3000,0.10008,0.1001,3.532852593421936
4000,0.1,0.1001,2.1398934803009033
5000,0.10008,0.1,0.7637971630096435
6000,0.09992,0.0997,3.1985971043109895
7000,0.10004,0.1001,1.8201893970966339
8000,0.10002,0.1,0.4526859321594238
9000,0.09996,0.1,2.877457996845245
10000,0.09916,0.0986,1.5057664093971252
11000,0.1,0.1001,0.1447579960823059
12000,0.10004,0.1,2.5601626515388487
13000,0.10014,0.0999,1.1970014932155608
14000,0.1,0.0999,3.6020922598838805
15000,0.09886,0.0985,2.2447806272506714
16000,0.0999,0.1002,0.890213678598404
17000,0.09996,0.1,3.2859326198101044
18000,0.09992,0.0999,1.9302179403305053
19000,0.09994,0.1,0.5846911177635193
20000,0.09914,0.0986,2.971029532909393
21000,0.10004,0.1002,1.6228517320156097
22000,0.10004,0.1,0.2818181903362274
23000,0.1,0.1,2.6607796618938444
24000,0.09996,0.1001,1.3175466659069062
25000,0.09994,0.1002,3.6881560020446775
26000,0.09998,0.0998,2.3505646250247954
27000,0.09996,0.1002,1.0149111983776093
28000,0.1,0.0999,3.3793690106868746
29000,0.09994,0.1001,2.0445735540390015
30000,0.1,0.1,0.715857833147049
31000,0.09918,0.0987,3.073758988380432
32000,0.1,0.1,1.7420661630630494
33000,0.09994,0.0998,0.41668727922439575
34000,0.09948,0.0995,2.7697900247573854
35000,0.09928,0.0989,1.4436571912765503
36000,0.10002,0.1001,0.11948882722854615
37000,0.10008,0.1002,2.467680891275406
38000,0.09994,0.1001,1.1456084644794464
39000,0.09994,0.1002,3.4881959969997407
40000,0.09988,0.0997,2.1674785547256468
41000,0.10006,0.1002,0.8491338298320771
42000,0.09964,0.0995,3.188315973520279
43000,0.10008,0.1002,1.8692259471416472
44000,0.09916,0.0987,0.5535602157115936
45000,0.09938,0.0992,2.890055351734161
46000,0.10006,0.1,1.573720201253891
47000,0.09998,0.1,0.2571285352706909
48000,0.09908,0.0987,2.591757231235504
49000,0.1,0.1001,1.2774389951229095
50000,0.1,0.1001,3.6076579954624175
